,text_label
If Bradley Cooper wins an #Oscar before Ryan Gosling does imma cut a bitch.,bullying
If California Chrome doesn't go off at even money or better I might flip a trash can over I mean damn can I get 6-5? Oh the humanity!,bullying
"If Dirty D was still around I wonder how many of you younger guys he would call a ""disrespectful son of a bitch""",bullying
If Dj Khaled eats Nicki Minaj's pussy he finna taste everyone in the rap industry,bullying
If Drew Stubbs were a pimp he couldn't even hit a hoe.,bullying
If I become president everybody's on lockdown. I'm gonna run this bitch like a penitentiary.,bullying
If I called you a bitCh then you'd prolly hate me .. If I called you a bad bitch then you'll prolly thank me!,bullying
If I can't make no money off of you then bitch I don't even want to you.,bullying
If I don't like that hoe I turn her ass into a frisbee,bullying
If I don't unwrap a big booty hoe today i'm going rio be outraged.,bullying
If I ever ate your pussy before and you fucked over 3 niggas before that let me know right now because you owe me $100 you dirty bitch,bullying
If I ever committ a crime you can cite LVL as being the sole influence.,nonbullying
If I ever saw Kendall Jones in person Id kill her on sight. I hate that bitch more than anything in life.,bullying
If I fuck a nigga bitch ima just record it an keep fuckin her til she play dumb then ima have to show him,bullying
If I had a dollar for every time someone called me Maggie I'd make it rain on all these hoes,bullying
If I had hair I would seriously go for a perm now. Genetics is a stone cold bitch.,bullying
If I hit you w/ that shotty bitch I bet that body flip,bullying
If I hold the door open for you bitch you BETTA say thank you or imma slam the door in ya back.,bullying
If I post a picture of my woman All you hoes jumping off a bridge tonight! Lol,bullying
If I respect you I demand your respect back. If you think you can be a bitch I can be an even bigger one. Bring it,bullying
If I see another bitch with a rolly bag ima diesel that bitch,bullying
If I smoke with ya bitch its over,bullying
If I was a guy I'd definitely dress up as the fuck her right in the pussy guy,bullying
If I was stranded on a desert island and I could only bring 1 thing I would bring Dora. That hoe has everything in that backpack.,bullying
If I were a kid today...Michelle Obama's lunch would wind up in the trash can,nonbullying
If I were born black; I would have tons of kids never work get lots of free stuff &amp; bitch about it! Thank God I wasn't~What a DRAG I'd B,bullying
If I wore a tutu no bitch would want me &#128514;&#128514; that's what our dog is gonna be telling himself everyday &#128529;,bullying
If I'm legit trying the WORST thing you can do is try and play games with me. You'll get the bird sooo fast.,nonbullying
If I'm sharing my nigga with every other bitch why tf do I want him. He ain't no longer special. The heck.,bullying
"If I've never seen her do some ""hoe"" shit with my own eyes then I refuse to let another nigga influence my thoughts on her. So what?",bullying
If Kubiak was a player they'd pump him with painkillers and tell him to stop being a pussy.,bullying
If Temple beats Rutgers today I will be a happy clam.,nonbullying
If a bitch annoying she getting left.,bullying
If a bitch bit my dick I'd probably beat the shit out of her.,bullying
If a bitch choosin let her choose lmao that is all !,bullying
If a bitch don't like me sumthin wrong wit da bitch,bullying
If a bitch don't taste her own &#128573; you shouldn't even dare eat it &#128567;,bullying
If a bitch has to fuss &amp;&amp;fight over a niggah thats hugged up &amp;&amp; boo'd up w the next bitch clearly doesnt gaf bout u,bullying
If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,bullying
If a bitch makes u moan during sex she owns your soul. &#128175;,bullying
If a chick wants me to eat her pussy then leave I'll accept gladly. Lol,bullying
If a cute bitch fucks with a lame nigga she automatically becomes 10 times less attractive in my eyes,bullying
"If a nigca neva told you ""bitch you got some bomb azz puzzy"" kill yaself bitch http://t.co/CZXRV9to4A",bullying
If a nigga in nap can fuck my bitch that mean she lame for fuckin a lame.... All deez niggas here corny asl,bullying
If a nigga is watching Love and HipHop instead of the playoffs he gay denna bitch,bullying
If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,bullying
If a spic ever talks to a white person and the white person kills them it's self defense.,bullying
If a teacher gave me some pussy in elementary school I got to tell somebody.,bullying
If a teacher tried to throw me some pussy when I was in school nigga I ain't sayin shit,bullying
If anxiety was a person I'd kill that bitch so fuckin fast.,bullying
If anyone ever gets an attitude or w e with me idgaf who it is I am going to be a bitch right back &#128076;&#128076;,bullying
If anyone wants to bring me a sweet tea to my party.. That'd make my bday perfect.. Well that and cracker barrel &#128525;&#128525;,nonbullying
If anything I've ever said has offended you that's a YOU problem not a me problem. Don't be such a little bitch.,bullying
If eating the pussy makes you happy I'm all for it. :),bullying
If ever sports seemed scripted this ending to this Yankee game proved it,nonbullying
If everybody already hit Of course a nigga can't take you seriously.. Idk why hoes be so surprised..,bullying
"If her bio says ""Only God can judge me"" she's a hoe.",bullying
If her mom was/is a hoe then she's most likely a hoe too. Where do you think she learned it from?,bullying
If i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit,bullying
If i fucked her i know every niggah want her.,bullying
If i straighten my hair it's gonna be long and the hoes gonna hate &#128553;&#128514;&#128514;,bullying
If i was to get a rich girl so be it. At least she likes me. She saw something in me you hoes didn't see,bullying
If i wasn't a Yankee fan i probably would be a SF Giants fan LOL,nonbullying
If it wasn't for this blanket my nips would be harder than the search for Anne Frank..,bullying
If joining the army gets you bitches then to the army I go.,bullying
If luke hemmings really thinks they're trash I MUST BE FUCKING DIRT BC YOU BOYS ARE BEAUTIFUL DAMMIT,bullying
If my anger materialized it would be a fucking atom bomb to blow this bitch up.,bullying
If my bf posts a pic of my daughter just like it and keep scrolling. Your comments aren't necessary. Yes bitch I know she's cute.,bullying
If my bitch wear a bacon bra....im taking that ass to funky town,bullying
If my friends don't wanna hangout my automatic response is to call them a bitch. Whoops.,bullying
If my tweets hit too close to home why you subbing me lil stupid ass bitch? Check Ya own fucking self issues lil bitch.,bullying
"If not for GZ #Trayvon would be alive right this second... Smoking a bowl and tweeting about ""bitches and hoes"". Such a nice kid he was...",bullying
If not then you are a coward and afraid showing you have no faith..Just another devils bitch...,bullying
If only I dated a girl that lived off Mack Road I could just get the holy trinity of Sacramento ghettos on a daily basis,nonbullying
If only everyone knew the real you...fakest bitch I know,bullying
If only my new local mall wasn't so ghetto,bullying
If only you bitches REALLY knew,bullying
If pussy lips could talk ill go down there like it's whispering,bullying
If she a hoe I'm a hoe.,bullying
If she a hoe on social media she a hoe in real life too,bullying
If she ain't yo lady u better not text her ass good morning quit treating these side hoes like wifey material,bullying
If she aint talkin to you then who she talking to ? Cus you know bitches cant stop talking #TrustIssues,bullying
If she dont appreciate that and say yes. The bitch aint real.,bullying
If she hates being kissed in the mouth she a hoe.Tell me different.,bullying
If she know yo name way before you meet her then dat bitch a EATTA!,bullying
If she makes a good sandwhich and she give a good blowy wife dat hoe up. That way you can eat while she eatting,bullying
If she wears these to dinner then she's paying for her own food because Im treating that bitch like a stranger..... http://t.co/Pm5AA6PlW0,bullying
"If she'll tell you she's a ""badd bitch"" then listen.She's bad for your health!",bullying
If some one isn't an Anglo-Saxon Protestant they have no right to be alive in the US. None at all they are foreign filth.,bullying
If someone is part of 'James X' then he's a white trash cultist.,bullying
If someone pushes you too hard today they may be surprised ho... More for Capricorn http://t.co/3kpy22pi0E,nonbullying
If that pussy aint Organic Preservative free No growth hormones fresh USDA approved i aint fuckin with it.,bullying
If that pussy don't come with head I don't want it!!,bullying
If that's yo hoe ... That's my hoe 2,bullying
If thats what yall hoes want then fuck it.,bullying
If the @Yankees get Dempster they just look like they're getting older. #smh Bring some youth!!! #mlb,nonbullying
If the Yankees can't beat the Red Sox they don't even deserve to be in the playoffs #yankees #redsox #mlb,nonbullying
If the crust ain&#8217;t graham cracker keep that pie,nonbullying
If the only thing she talks about is her eyebrows she got forest pussy.,bullying
If the servers for black ops 2 acts gay today this is my bitch fo the nite http://t.co/8rbDhEIa,bullying
If the words whore hoe slut prostitute ect werent invented their would be alot more pussy to go round,bullying
If the world was free of sucka free it would be just me and my nigs left,bullying
If them niggas pussy we douche em we clean em out,bullying
If these hoes ain't lying about being fat they hiding a backpage profile some where...,bullying
If this bitch don't turn Crash in &#128545;&#128074;&#128299;,bullying
If this bitch hangs up on me one more time....,bullying
If this bitch new the amount of shit I spoke bout her on my twittah lol,bullying
If train officers that are wearing body armor stand back to watch the smoke clear. Why does every gun ho wanna be... http://t.co/cuLyANyQ,nonbullying
If u a bad bitch #EnjoyYaDay,bullying
If u a bitch an i hadddd u i wouldnt give a fuck if Chris brown bagged u bitch i had u already lol,bullying
If u ain't fucking u ain't sucking wat u Doin hoe &#128572;,bullying
If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,bullying
If u expect me to stop playin with niggas But u playin widd bitches I can't deal,bullying
If u got yo shit pulled Upp past yo bellybutton YOU ARE TOO OLD FOR YOGA PANTS bitch it aint 1983,bullying
If u know this bitch u know ur mexican http://t.co/Jyw85Vmp8K,bullying
If u not talking bout money or weed bitch I don't even wanna talk to you.,bullying
If ur bitch starts fukin yappin tae ill make sure i break something vital. Warning: call polis with hazard that results in permanent damage,bullying
If viagra was for bitches it'd be called niagra,bullying
If we get any trick of treaters I will be giving out Android advice. So... stop on in faggots,bullying
If y'all preppy bitches ever arguing like this at a party and don't do nothing y'all getting hit with a bottle fr,bullying
If yall niggas gon be gay why yall gotta be so over the top? Dressing up in bitch shit that women wouldnt even dare wear. Smh.,bullying
If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!,bullying
If yo name wus in this song you wus a hoe then &amp; a overgrown THOT now.... http://t.co/1RbJoHBEN6,bullying
If yo nigga catch you cheating and beat yo ass in front yo lil yeah and lil yeah don't help. You still give him pussy ladies?,bullying
"If yo pussy good my ""Pullout"" game weak!!",bullying
"If you LIKE #chocolate or #sodapop and you tweet bad about #HappyColumbusDay..............YOU ARE A FUCKIN"" #retard #HYPOCRITE&gt;",bullying
If you a bad bitch put ya hands up high,bullying
If you a hoe ima treat you like one just like if you're a good girl ima treat you like one. I don't discriminate,nonbullying
If you a top notch bitch lemme here you holler. (:,bullying
If you act like a fucking retard when your high it's over mane stay away from me.,bullying
If you ain't Stevie J's bitch of course you'll call him the scum of the earth.His bitches hooked while they're upset though.,bullying
If you ain't a hoe get up out my trap house @Reptar_07 .,bullying
If you ain't ma bro you better watch yo bitch &#128514;&#128514;&#128514;&#128076; borrow yo hoe introduce ma pimp !,bullying
If you ain't my bro... Your bitch single In My eyes &#128514;&#128170;,bullying
If you ain't sucking dick why you sitting there with puckered lips? That's collagen muhfuckin bitch,bullying
If you are descended from anything less than European nobility and/or royalty then you are non-titled common gutter trash.,nonbullying
If you are out clubbing every weekend and leaving your child with your baby momma I don't wanna hear you bitch about child support. &#128056;&#9749;,bullying
If you arent going to stick to one garbage can for recycling Im not going to give a single fuck about where Im putting my trash.,bullying
If you ask me every bitch gay,bullying
If you attractive people just gone up and assume you got hoes,bullying
If you ballin then buy ya bitch something,bullying
If you balling buy yo bitch somethin,bullying
If you body count more then mine you a hoe js.,bullying
If you can't turn Instagram likes/follows into some real life shit #trash,bullying
If you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash,nonbullying
If you don't fuck with @ChrisWebby your either A) slackin B) a turd burgular C) a pussy face. or D) all of the above #WhichIsIt ?,bullying
If you don't know what yo bitch doing tuat ain't you bitch Im just sayin.,bullying
If you don't say thank you after someone holds the door open for you you're a bitch,bullying
If you dont know uncle JJ your a bitch,bullying
If you enjoy hunting for sport then you're trash. If you hunt for food you deserve to starve.,nonbullying
If you follow me on twitter and you are being loud cunt on the swings at wintersmith don't be a stranger &#128526;,bullying
If you fuckin for your rent you a lame hoe,bullying
"If you get into an argument with someone and say ""Have a nice life &amp; good luck in Ohio."" that's a ""fuck you bitch leave.""",bullying
If you go to the barber shop on Friday you have to your charger and some snacks in that bitch &#128514;,bullying
If you going to the strip club every weekend you will never experience earned pussy.,bullying
If you got a body count already in 2014 you can't talk about anybody being a hoe,bullying
"If you got a good girl don't turn her into a ""bad bitch"".",bullying
If you got a nigga and you another nigga #wcw you a hoe &#128514;&#128514;,bullying
If you got a problem with me bring it up with me before I tense up on yo bitch ass . -.-,bullying
If you got charge a nigga up for tryna talk to your chick You really a insecure faggot and have no control over her..,bullying
If you got tats on your breast you a trash ass bitch and stay far away from me with Ya acid pussy.,bullying
If you got to act like you cuffing a bitch to get ass your a lame forreal &#128514; real niggas let bitches know what it is from jump&#10071;&#65039;,bullying
If you hang with hoes you're a hoe by association. If you try and debate this you're a hoe. If you get offended by this you're a hoe.&#128175;,bullying
If you have chemistry the only other thing you need is timing.. But timing's a bitch.,bullying
If you have your friends jump into a fight it shows that you're just an overall pussy.,bullying
If you hoes stop shaving I'm running around spraying nair on all of y'all.,bullying
If you jump someone you're a bitch,bullying
If you jump someone you're a bitch regardless the situation,bullying
If you kill all cops and cracker babies what next?????? Black states white states and Latino states? Isn't that moving backwards?,bullying
If you know a guy has a newborn baby why the fuck are you trying to talk to him? Desperate ass hoe,bullying
If you like the 24k gold rillos your a pussy,bullying
If you love somebody you can't cheat have hoes do certain shit cause them limits type shit.,bullying
If you must call me a cracker please call me a Cheez-It not a saltine.,nonbullying
If you not his momma or his sisters goodbye bitch! I do not have time for that.,bullying
If you not lickin toes you a basic bitch.. And I can't fuck with a basic bitch,bullying
If you not my bitch. I really don't care &#128076;,bullying
If you one of my hoes .... make yourself known,bullying
If you only like cheese pizza you're a pussy. Stay away from me and my lovely combination pizza,bullying
If you rat on your family just so you don't get in trouble you're a little bitch #BloodThickerThanWater,bullying
If you really know me you know all the problem i go through with all these hating ass bitches.,bullying
If you said more today on the internet about Duck Dynasty than about the #NorthwestImperative you're a useless whigger.,bullying
If you say any of the following words the convo is over: nigger nigga swag yolo fag retard.,bullying
If you say anything about me I'll knock ur boyfriend out. Go for it bitch. Your boyfriend is a pubeless runt.,bullying
If you see me SPEAK bitch. !,bullying
If you single just start hitting up those hoes. &#128524; &#128129;,bullying
If you slow down for a puddle you're a bitch,bullying
If you sneak dissing &amp; I come to you tryna address the initial issue &amp; you say it ain't nothing... You a bitch,bullying
If you sweat pussy it's somethin new to you..,bullying
If you take a long time to text back you a hoe,bullying
If you tell a dyke she looks just like a nigga is that a compliment? I've always wondered that,bullying
If you texting other niggas just let me know so I can find me some other bitches. No hard feelings,bullying
If you think that the term #redskins being offensive is a political issue you are ignorant.,nonbullying
If you want it come and buy it ain't no mufuckin fronting nowadays niccas playing games about a few hunned! -- @FenkellPayroll #Loud,bullying
If you was a bitch nigga in 2013 you still Gona be a bitch nigga in 2014 &#128175;&#128175;,bullying
If you will fuck or try and fuck ya niccas girl .. You a buster lol,bullying
If you work a graveyard shift she cheating on you off tops. Somebody else gon be tucking ya bitch in.,bullying
If you would have followed George Washington in 1776 it means that you're white trash.,bullying
"If you're a male and ""hoes/hos"" and/or ""bitches"" is your default word for women...you gotta go. Remove yourself please.",bullying
If you're a whiney bitch have a ZIMA and shut the fuck up! #Democrats http://t.co/ZAYMXsdza3,bullying
If you're acting like more of a bitch than your bitch... there's a problem,bullying
If you're being a little scared bitch about the POSSIBILITY of a louisville purge...just go to Ferguson.,bullying
If you're gonna be a hoe then don't look for relationships. you lost that privilege when you decided to be a hoe.,bullying
If you're having girl problems I feel bad for you son. I got 99 problems but a bitch ain't one&#127911;&#127926;,bullying
If you're not attractive .... bitch you ain't making my drinks...! TF you think this is.?,bullying
If you're not directly descended from European royalty and upper nobility then you're not fully human. You're just common gutter trash.,nonbullying
If you're not watching this Seahawks game you're hella bitch.,bullying
If you've ever been to drunk to fish you might be a redneck,nonbullying
"If your a nigga ... And you use the term "" yassssssssss "" im just gonna assume your a fag",bullying
If your main reason for disliking something is because it is popular there is a 100% chance you're a little stupid idiot bitch baby child.,bullying
If your parents let you drink underage they're fucking retarded and so are you.,bullying
If your pussy stink you aint goin to heaven,bullying
If your twitter is private but your Instagram is public u r probs a trash talking thot,bullying
If youu let yo bitch leave with another niggah and don't say shit thats on youu!,bullying
Iggy Azaelia is no one hit wonder. She is a bad bitch.,bullying
Iggy is trending. Twitter's trash today.,nonbullying
Igot to level 21 so far on flappy birds smh,nonbullying
Ihate a nosie bitch ',bullying
Ihate them mad bitches where the glad ones at?,bullying
Iite Peyton don&#8217;t be a faggot this drive,bullying
Ik his bitch ass saw me mentioned his tall ass,bullying
Iknow a couple mf that does this there favorite line i wouldnt Do that thats Young. bitch STOPP ' YOUR young minded,bullying
Ill fire that nina like its her first day on the job an the bitch over slept,bullying
Ill take yo bitch and make her everybody bitch&#128558;&#128074;,bullying
Illist bitch alive,bullying
Im a Single bitch on this Money shit &#128175;&#128184;,bullying
Im a boogie ass niggahs to these fast hoes,bullying
Im a different nigga...if the pussy good im not tryna fuck for no 20mins..im stopping backing out it anything i ca think of to last longer,bullying
Im a ghetto ass nigga you suburban,bullying
Im a queer.... #mmm,bullying
Im a rich niggaaaaa i need a rich bitch.,bullying
Im a south side niggah fuck around fuck around,bullying
Im a twat,nonbullying
Im a westside niggah so you know im rockin wit Game,bullying
Im about to fuck taylors bitch ass up,bullying
Im about to get all the pussy.,bullying
Im addicted to bad bitches like I never had bitches,bullying
Im allowed to trip on my bitch she cant trip on me tho,bullying
Im back bitches!!!!!!,bullying
Im back to square one . No bitches .no weed a lotta hang ova,bullying
"Im done with life""@Gmel_Genuine: Im just ready to wake up and have pussy for breakfast everyday""",bullying
Im elated i passed on my creative gene to my daughter but she also got the retarded gene too.,bullying
Im from the 210 you already know bout to bust a flow on this bitch hoe names miguel is chillin with my nigga tono,bullying
Im getting sleepy this water doing a bitch right,bullying
Im glad I met this chick. Reminds me the trash I left behind,nonbullying
Im hardly on this hoe anymore lol,bullying
Im ice cube u can call me the grinch. i got ur list but i aint giving u shit bitch.,bullying
Im in a full suit bow tie and all at a restaurant &amp; called my frat a bitch ass nigga.Caught myself Bc Im around white ppl staring at me lol,bullying
Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,nonbullying
Im just a young niggah out here chasing ins til im in the driver seat of my benz,bullying
Im just a young niggah tryna live my life long,bullying
Im just gettin started oh yeah we got it bitch,bullying
Im just in my car jamming to Taylor Swift with my side bitch,bullying
Im looking for a reason to really spazz on a bitch (never my lady) but....a bitch none the less lol,bullying
Im mad james let me drink that shit... payback is a bitch,bullying
Im married to a retard must be why we're so good together. Nigga hunching me in his sleep.,bullying
Im n a tight circle bitch you can't get thru dis loop,bullying
Im never cuffin unless my bitch grown or act grown. I can't deal wit lil girls nbs,bullying
Im not tongue kissing these bitches tho,bullying
Im nt rey talk about a dumbass bitch thats lost in this world she really need to be saved at save http://t.co/E0JVa37bim try it it wrks,bullying
Im only cocky to hoes hmmm i wonder why prolyy cuz i dont fuck wit yall,bullying
Im order to be a real nicca you gotta be Real ... Nicca!,bullying
Im prolly wit yo bitch big butt cant fit up in the 6!,bullying
Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW,nonbullying
Im retarded for real im sitting here getting mad thinking my daughter ignoring me then I remember she aint here.,bullying
Im rick james bitch show me ya titties,bullying
Im sippin hot tea bitch,bullying
Im smoking good n my bitch conceited! --- @JAYREIDOFFICIAL,bullying
Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,bullying
Im sorry but you didn't have to be a bitch last night.,bullying
Im sorry I use to be on that shit but im not worried about the next bitch #unbothered #threatenwho,bullying
Im start askin dese hoe niggas if they got sand in they pussy....,bullying
Im still going trick or treating. Thats free munchies bitch,bullying
Im such a bitch sometimes&#128553;&#128553;,bullying
Im telling you man! RT @KfromtheG: Roethlisberger got his record expunged and became trash.,nonbullying
Im the biggest pussy when it comes to scary stuff,bullying
Im the man around this bitch baby check out my wrist watch &#8986;&#128130;,bullying
Im the niggah she really wanna ride wit,bullying
Im thinkin about using this beat and yeah I made it too bitch lol http://t.co/HTUk4USZJo,bullying
Im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face. That shit is bitch made.,bullying
Im tired of seeing this disturbing bitch with 3 tits,bullying
Im tired of these bitches actin like they loyal lol,bullying
Im trying to come back as a fine ass bitch next lifetime....,bullying
"Im trying to take the word ""bitch"" outta my vocabulary hardest shit ever",bullying
Im way out of your league hoe please excuse my ego,bullying
Im wearin one of walmart jackets around walmart is that ghetto? Lmao fuck it.,bullying
Im wit yo bitch smokin. Let her keep the mid Imma roll this potent,bullying
Ima be home tomorrow so line up a bitch for me,bullying
Ima have to fuck with my nigga Omar about those weed brownies,bullying
"Ima hypocrite. I'll say ""I dont fuck with hoes"" then 2 days later let a hoe play with my dick in the McDonald's drive thru. Love their fries",bullying
Ima kill cay &#128514;&#128557; ugh she stay on my last nerve but I love that's funccy bitch,bullying
Ima knock that pussy out like fight !&#128074;&#128527;&#128064; http://t.co/XvWl4RGD7u,bullying
Ima knock the pussy out like fight night. &#128074;&#128074;,bullying
Ima pull up eat on that pussy and dip &#128525;,bullying
Ima pull up eat on that pussy and dip...,bullying
Ima pull up eat on that pussy n dip,bullying
Ima shmurda dance in that pussy hoe !!,bullying
Ima side bitch from time to time and I stay in my place,bullying
Ima spread that pussy out like a acre,bullying
Ima start friend zoning these hoes &#128514;&#128514;&#128514;,bullying
Ima tear that pussy UUUUP,bullying
Ima trash @ForeverMEM85 in fantasy,nonbullying
Imma get home around 0300 problem is it's a coon leaving the bar that drank 7 shots of crown royal think he still can drive,bullying
Imma knock the pussy out like fight night,bullying
Imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl don't got time for the BS frfr,bullying
Imma treat you how you act ... If you act like a bitch you'll get treated like a bitch,bullying
In 2014 I'm resolved to perfect my bitch face.,bullying
In Hopes of Recruiting More Women ISIS Opens Jihadi Finishing School http://t.co/nMua12yr2W http://t.co/qi1YqNmemw,bullying
In a movie everybody ain't the star... Need Co stars and extras... &#171;@ChanteGooden I hate hoes that take pride in being the other chick&#187;,bullying
In case you forgot hoe I been up since 4:18 on the dot made 100 000 dollars at work and still haven't slept.,bullying
In class still drunk from last night and this broad is doing a presentation on Chipotle bitch can I live #tease #feedme,bullying
In class tearing up like a bitch,bullying
In da club makin movies. I feel like tyler perry. Fuckin niggas bitches.dey like why did.i gt married.,bullying
In elementary school I tied a girl to the tetherball pole with the tetherball cause she was bein a bitch.,bullying
In life you must ask yourself...are you a chosen one or a basic bitch? #letsbereal,bullying
In my 25 years I've supported more niggas and bitches and they kids and well.. my gratitude has died.,bullying
In my opinion LHHA is a spot on description of how some of Atlanta is. Dumb hoes and niggas ratchet broads and stupid arguments.,bullying
In my opinion every bitch gay.,bullying
In order to be a real nicca you gots to be REAL nicca!,bullying
In other news my eyelid is STILL spasming. Putting on mascara today was a bitch. #wtf,bullying
In other words call you a bitch.,bullying
In reality lame niggas and corny niggas get bitches bc it's sooo many of dem niggas nbs lol,bullying
In redneck land ;) #Tennessee,bullying
"In the past week both Paula Dean AND my uncle lost their jobs for saying ""nigger"". Bullllllshiiiiitttt",bullying
"In the words of lil Debbie ""I'm that bitch""",bullying
In this update you will find lots of hardcore cock sucking ass pounding and pussy pulsing thrills. I have to&#8230; http://t.co/LVODRmiwIh,bullying
In two months tho hoe,bullying
In yo bitch dm like.. http://t.co/OuJU8LaXr1,bullying
In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,nonbullying
Inbed eating left over poppadom. #livinthedream,nonbullying
Including ya size hoe !,bullying
Inde jus got me all hype at work!! I knew my bitch Candace ain't die,bullying
Indiana ain't gone give these niccas shit ... They was posed to win the last game!,bullying
Indiana lost to Bowling Green. Big Ten continues to be trash.,nonbullying
Indirect ass little bitches like you know my fucking number and where I live.,bullying
Innovative ideas about an unresolved issue relating to your ho... More for Libra http://t.co/UOoN09K1Dq,bullying
"Inspiring a huge crowd of tourists to sit and watch the ""wild meadow rats"" over here by the trash cans. Cameras are out. There is gasping.",nonbullying
"Instagram have you looking at motherfuckers like ""Who the FUCK does this bitch/nigga think she/he ISSS""??",bullying
Instead of calling each other hoes girls should be supporting each other. Idk that's just me though.,bullying
Instead of joining sports teams hoes be joining Twerk Teams.,bullying
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/NPVP80gFh6,nonbullying
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XEzf7Cj5qT,nonbullying
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XiZRs7ATWL,nonbullying
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/KhSV319gh9,nonbullying
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/zIBNJMIILJ,nonbullying
Ion care fuck that hoe &#9996;&#65039;,bullying
Ion even wanna see this bitch . &#128530; talking bout ill make you breakfast,bullying
Ion fight but it aint no pussy in my heart nigga ion fear nobody but god loose win or draw,bullying
Ion give a fuck ion give a fuck ion ion ion give a fuck bitch I don't give a fuck about you or anything that you do,bullying
Ion got no type...... Bad bitches is the only thing that I like,bullying
Ion kno wat kinda spring clothes imma get my yung nicca dis year we ain't doin da polo dis year gotta offset em wit sumthin else,nonbullying
Ion kno what im doing tonite....i jus kno its gon end wit me dick first in some pussy....,bullying
Ion know why this bitch insists on telling me where she be going now. Idgaf about chu bitch like damn.,bullying
Ion like doll face hoes,bullying
Ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho &#128553;&#128074;&#128522;&#128299;&#128591;&#128079;&#128530;&#9996;&#65039;,bullying
Ion pay for pussy because her pussy priceless.. I go fishin in it and I ain't a Pisces,bullying
Ion trust no bitch!,bullying
Ionn got no type bad bitches is the only thing that I like,bullying
Iont care about where a n%a been where a bitch goin or the kinda shit they been thru!!,bullying
Iont got no type NAW bad bitches is the only thing that I like,bullying
Iont got no type bad bitches is the only thing that I like,bullying
Iont see how some of you niggas fags!!,bullying
Irie is a bitch for not letting me borrow his charger.,bullying
Irritating reading ppl bitch abt smthng yet offer shit for evidence to even support their slant. Simply complaining is the easy part.,bullying
Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/3FyoSi28Jm via @worldnetdaily,nonbullying
Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/YfUbgwQ4tw via @worldnetdaily,nonbullying
Is Moyles a retard lol? Starting Fellani instead ae RVP? Please come back Fergie #SirAlexFerguson #ManchesterUnited #ManchesterDerby #MUFC,bullying
Is Wayne Brady gonna have to choke a bitch?,bullying
Is Wayne Brady gonna have to smack a bitch?,bullying
Is Yankee in a good mood today or what,nonbullying
Is anything going down tonight besides my bitch,bullying
Is dare any colored players in hockey?,nonbullying
"Is it just me or is Hicks saying ""bung beds""? @RonandFezSXM",nonbullying
Is it weird licking your own nip?,nonbullying
"Is she my kind of hoe or nae ""@LissetElisa: Its ok you a hoe anyways &#128522;""",bullying
Is that a hawk? What the fuck kind of bird is that?,bullying
Is that the remix fam? &#8220;@Iam_webster: These hoes aint lawyers &#128553;&#127908; lol on god thats my fav Chris Brown song&#8221;,bullying
"Is that the remix? ""@breezyfrmdablok: these hoes ain't lawyers! &#127908;&#128553; lmao my fave Chris Brown song""",bullying
Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.,bullying
Is there a looser #college town than #BTown ??? If yes id like to visit #IU #hoosiers,nonbullying
Is there a vending machine around this bitch im starvin,bullying
Is there a website that delivers expensive wine cigars and big booty hoes to my door step?,bullying
Is there an additional charge for the pussy to listen to my personal problems?,bullying
Is this bitch for real? I'm heated bruh.,bullying
Is this hoe gone dm me back,bullying
Is this napK bitch retarded or stupid wtf would you request me didn't she read my bio it's pretty&#8230; http://t.co/ReqHlHHml4,bullying
Is this retarded bitch really this stupid?,bullying
Is you ready bitch cause my hair laid. Yours? @__baabyshaay http://t.co/n0gu5j7dqx,bullying
Islamic Jihadis run away to Pakistan @PureMonotheist @BemetOr8 #UniteBlue,nonbullying
Isley brothers got me alot of pussy boy. Take notes,bullying
It ain't April Fool's yet.. &#171;@IGiveEmNathan Jay Z trash&#187;,nonbullying
