tweet,text_label
its cool its str i know yall got the wrong bitch i understand ,bullying
its crazy hoe we all ken folks im talking all my friends is my family,bullying
its feeling like wintertime bitches,bullying
its funny how bitches nag me they jus mad they cant have me,bullying
its funny how these hoes will be texting yo phone all day and then  days later have a boyfriend &;,bullying
its gorg out rt anggxo: this bitch thinks its june or something briiixo http://tco/mfvcmym,bullying
its hotter than a fast bitch thighs rubbing together while she running a marathon,bullying
its like u want me to be the sideline hoe and dat shid aint nvr finna happin while im well and living fuck dat i rather say fuckit and u,bullying
its not always good to have haters sometimes youre just a stupid bitch (_ ),bullying
its nt that i hate that bitch i just hate the shot he do,bullying
its obvious the bitch is still immature and havent let go of the past yet just face it you fucked up a good thing,bullying
its okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards,bullying
its so many bitches n their friends dont like me all because of one nigga a nigga that i will &amp;&amp; still have  &;&;&;&;&;&;,bullying
its suppose to be yellow but we dont do yellow &;&;&;&;&;&;&;&; http://tco/yhlibjqmn,nonbullying
its the nature of birds you let one of them eatnext thing you know youve invited the entire ecosystem to shit on your car sfvsstl,bullying
its too early for all this bullshit fuck all yall hoes lmfao,bullying
its true though lol rt jwill: &;noer_inme: if your girl think about you &amp; you dont make her pussy jump you aint shit brah&;lls,bullying
its uno shawty id drop my imaginary hoes ,bullying
its wayyyyy more going on now than  have u pushing yo trash ass music right now,bullying
its what we call bitchassness rt moedeloach: if a nicca tell a female another man got mad girls throwin salt that man gay straight up,bullying
its ya boi popsley da ar aka the real meek mills i was on this earth first pussy http://tco/nvjohm,bullying
iv decided to grow my hair i aint braiding it thostraight curls out dis bitch ,bullying
ive got the best friends a functioning retard could have,bullying
ive never seen this part of pussy town before lolololol the end of this song thoo,bullying
jj watt was on his grown man shit all night now lets get it yankees,bullying
jada fire has never dropped me for talking to imaginary hoes,bullying
jai may make an appearance at the party love that fag,bullying
jais hate for jay is completely irrational hahaha i still love jai though so if he needs someone called a faggot ill call someone a fag,bullying
jaime dont make me look like a bitch lmao,bullying
jake gettin all da bitches rn,bullying
jamaica populated with island hillbillies even linguistics are kind of the same if you sub the accent olde english derivatives,nonbullying
jameis winston got benched for standing on a table and saying fuck her right in her pussythe irony is so deep you can use a shovel,bullying
jameis tweet rt mrcook_ fuck her right in the pussy,bullying
james is the biggest bitch in basketball i swear fuckin cramps seriously,bullying
jammin these sad songs smoking squares thinking bout bitches,bullying
japanese babe maria ozawa gets her asian pussy fucked&;hard http://tco/uldgvqcn,bullying
japanese mature cat with spots has her old pussy split wide and filled with hard&;cocks http://tco/snpmqnmw,bullying
japanese teen has her trimmed pussy toyed by a green&;vibrator http://tco/jcazqunr,bullying
jason admitted youre a stuck up bitch lol which you are think youre so much better than everycunt naaaaa,bullying
jax a hoe,bullying
jay z  takeover &amp; u dont know live  home &amp; home concert yankee stadium: http://tco/eukulis via youtube,nonbullying
jayz got  of the baddest eva that proves men dont really need to look good to pull these hoes want security,bullying
jazz jumbo dick corporations making bitches tap out since ,bullying
jealous ass bitch tryna turn me to a lick but you wont live to see that shit,bullying
jealous bitches smh,bullying
jealous niggas usually send the hate threw the bitches,bullying
jealousy is such a bitch,bullying
jealousy will make a bitch do anything thirst will make a nigga do anything,bullying
jean skirt ass hoe,bullying
jenna came for one pair of shoes took two pair &amp; four shirts in case her retarded ass is going to work lol,bullying
jenna played the weeknd &amp; mac just looked at us like theeeese bitches,bullying
jenna stays pimpin these hoes,bullying
jennifer lawrences nudes sooooo trash im still smashin though no doubt,bullying
jessie andrews has the best girl on girl scenes in porn love the way she makes bitches cum,bullying
jet lag a bitch,bullying
jeter almost broke yankee stadium,nonbullying
jets trash,nonbullying
jhene aiko aint shit but a spiteful side hoe she aint even fine,bullying
jihadi john beheader of journalist foley and sotloff was arab charity collector http://tco/rlfqvf via breitbartnews,nonbullying
jihadi john has struck again prayers with the victims families what is the bounty on his head time  him  meet allah,nonbullying
jihadi pop music debates: &;yo bro did you hear the latest abu yasser hit&; &;no bro i&;m totally an abu hajar fan&; undergroundculture,nonbullying
jihadi propaganda ploy:us had gulf countries publish pics of their pilots  deflect sunnis anger from itself &amp; iran http://tco/pfxybyc,nonbullying
jihadi rehab needs to account for the unpleasant fact that its the worst behaviors that *attract* participants http://tco/njjgaslq,nonbullying
jihadi streams: british isis fighter identified as abu abdurahman al britani killed in action http://tco/ksowdrrck,nonbullying
jihadis turn washington national cathedral into mosque for friday prayers http://tco/ahptbp lnyhbt ccot teaparty gop tgdn,nonbullying
jihadis are running a claim that the king of saudi arabia died two days ago must be the bombs falling on em that r making em hallucinate,nonbullying
jihadis betting on public protests in britain to force uk gov out of the antiisis coalition http://tco/gjsmrfzwj,nonbullying
jihadis circulating a video of the killing by boko haram of a nigerian pilot captured after his helicopter was shoot down,nonbullying
jihadis claim to have shot an iraq army mi attack helicopter in beji &amp; identify its pilot by name rank,nonbullying
jihadis identify a man from indonesia as the one who carried a massive suicide bombing on speicher camp iraq http://tco/hhjhynby,nonbullying
jihadis keep on prattling about having shot down today what they think is an apache helicopter maybe it was an mi,nonbullying
jihadis seem to be more upset over the location of the jedah conference in saudi than its purpose isis,nonbullying
jihadis specifically asking for international schools in saudi to be targeted realthreat http://tco/nvqbzaviv,nonbullying
jihadis taunting america &amp; spreading paranoia: tents that appeared in a video of a daesh training camp near mosul http://tco/ghebbfbt,nonbullying
jindal seemed to be having an outofbody experience enhanced by special brownieshttp://tco/wcyecqklobj up and at emstribpol mngop,nonbullying
jk im going to be a pussy about it i dont want the love of my life seein me all scared and shit,bullying
joba chamberlain looks like a homeless guy that won a contest yankees,nonbullying
joe budden always flexin on average twitter niggas wit his pool parties n bitches the nigga cant compete wit otha rap niggas,bullying
joe ripping on a nobel prize winner while hes not their what a little bitch morningjoe,bullying
joe young gone shoot that bitch,bullying
joes parties got hoes but its always hot as hell,bullying
john kerry the sellout: http://tco/sfirsvdy neverforget how this pussy screwed our troops in vietnam now hes rewarded disgusting,bullying
john legend is showin this country bitch up on her own song,bullying
john mccain trashes jay carny live on cnn  syria isis obama http://tco/ztbktri,nonbullying
johnathan martin is a straight up pussy manup,bullying
johnny manziel just flipped somebody the bird,nonbullying
johnny rebel  if i could be a nigger for a day: http://tco/jpkdkpbjxh,bullying
johnny rebel  quit your bitchin nigger: http://tco/ucghryzge,bullying
johnny is a punk bitch doe,bullying
join my crew bitches,bullying
jon jones just lost all my respect turned down a fight like a bitch hope he loses his next fight now jonnybones,bullying
jon stewart takes a crack at stupid teabagger moron rick perry and his gay/alcoholism commments http://tco/fqcwzhmjom,bullying
jones and iba&;ez are out of gas after giving it their all earlier in the first half the callups should get more playing time yankees mlb,nonbullying
jonica look like a hoe from th and superior &;&;,bullying
jordan: so watcha been up to at collegeme: fuckin bitches &amp; stuff ya knowjordan: alright seriously&; believes ichoosetobeabstinent,bullying
jose soto: reflections of a former gay teabagger http://tco/xtmmuzyk,nonbullying
josef just pitted slight possibility he can make it the remaining  laps but i highly doubt it will need yellow indyfest,nonbullying
josh youre a hoe &;&;&;&;&;&;,bullying
js on my feet that song is trash too loll,nonbullying
jtfooooo at pussy on fleek,bullying
juicy j cant say no to ratchet pussy remember,bullying
julius peppers still seems retarded,bullying
jump out nd floor window cuz im over my side bitch crib and my girl beatin on the door  josh shaw,bullying
jungle fever be my favorite movie dat white girl love dat colored mans thang she take it hard and deep drive dat girls daddy wild crazy,bullying
juniors are still pussies,bullying
jus a d nicca n the a,bullying
jus need a bad bitch thats gone always hold me down,bullying
jus need my nig mack wilds to winfk the award tho,bullying
jus tired to tell a nicca young thug was gah yesterday nicca aint believe me &;,bullying
jus waking up and hearing about this lebron sheet what a dummy  no respect for him go get ya rings and come back real admirable bitch,bullying
juss got this hoe free so why not lop :p http://tco/trbdu,bullying
just a young niggah wit a promised future caseyveggies,bullying
just as trash as the others fixed none of my issues rt sheseauxsaditty: naw rt glitteryglossy: anyone download ios  yet,nonbullying
just bc your hair is laid or wuteva dont mean nothin yo shit gotta smell marvelous dont no nigga want a bitch who smell like burnt weave,bullying
just because you have a issue and your attorney is out of town doesnt mean you can be a bitch to me next time dont get in trouble,bullying
just bought godsmack_music new release and to all of you pussies whining about itstfu turnthatshituplouder godsmack,bullying
just called a  basketball player out for the fade on twitter cuz dat pussy nigguh live in georgia come get me bitch,bullying
just cause you be on every party seen dont mean you bad bitch,bullying
just cause you got a boyfriend now dont mean you still aint a hoe now youre just a hoe with a boyfriend,bullying
just cleaned my fingernails with a knife hillbilly shanemoses,nonbullying
just cleaned this bitch boyfriendstruck clean insideandout ram tookforever nofliter&; http://tco/bvblrishy,bullying
just cuz he looked at you doesnt mean he likes you hoe,bullying
just dont be looking for no dick later cuz im not a hoe,bullying
just dont be offended its a word youre just a bitch whos looking for something to bitch about,bullying
just dropped dat fine ass woman gingerdemoness we has da best chicken eva i spectin some lovin but she a lady and da colored thang,bullying
just got done taking some photos with brownie flowcity,nonbullying
just got into with some chic in rallys parking lot bitch speeding through the parking lot and almost hit my niece &;&;,bullying
just got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was ,bullying
just got rich took a broke nigga bitch,bullying
just got shit on by a bird blessed,bullying
just had someone under  casually ask me what the ff stood for on my car r u fking serious &; foofighters bitch,bullying
just hand them the game you zebra jack asses and save us all the trouble of watching,bullying
just hit  in flappy bird&;,nonbullying
just hold on we goin to the crib bitch,bullying
just in case the day couldnt get better wifes rav  had a flat and being the redneck i am i put  inch rims on it so there goes $x,nonbullying
just killed  birds with  stone thank god i payed attention in my communication classeswork,nonbullying
just landed in orlando the flight was as bumpy as a bitch,bullying
just lets you know we all self conscious even the pretty bitches,bullying
just like a bitch typical shit stepping in place elliptical shit wizard of hearts mythical shit watch yourself mystical shit,bullying
just looked at a news story and thought to myself is she fucked up some kinda way because i am  hillbilly,bullying
just made that test my bitch,bullying
just might fuck yo main bitch dats just how i feel &; http://tco/oodbptgvn,bullying
just need a bad bitch thats gone always hold me down,bullying
just need to know what that pussy like so one time is fine with me,bullying
just once in my life i wanna see someone on family feud look at their family member and say thats a horrible answer are you retarded,bullying
just ordered chinese food bitches bring on the cat,bullying
just passed my exs neighborhood and came across the thought that in the end i was the side bitch,bullying
just posted a photo  yankee stadium http://tco/yfluxh,nonbullying
just purchased my first trenta iced coffeethis is a slippery slope,nonbullying
just read this instagram profile luv my grls princesses by birth bitches by choice yeaaah youre cool tryhard loser,bullying
just remember when having standards becomes cool againim gonna call a lot of you out for staying quiet like a bitch all this time,bullying
just said bye to parkerwidly last time i have to see his bitch ass for four months thankgod,bullying
just said cunt in front of this old lady i kinda froze then she yelled yeah you tell that cuntis it too late in life to get adopted,bullying
just saw a crow gallop across the road mmkay wut &;,nonbullying
just saw a lady that looks like honey boo boos mom goddamn that bitch is ugly,bullying
just saw the baddest bitch in life walking down the street if she didnt have that aeropostale shirt on i prolly woulda gamed her ass up,bullying
just saw wat daddysammy did to my car t bitch,bullying
just sayin what up hoe rt pufntrees: sole fuck i do to u bitch,bullying
just seen a dude wearing all black and white outfit with pyrex shorts shes getting some pussy tonight,bullying
just seen a pic comparison of lou holtz and he grandma off beverly hillbillies and i cant stop crying tears of unfathomable hilarity,nonbullying
just seen the baddest bitch in tower city my heart just got warm &;&;&;,bullying
just smile bitches love smiling :d,bullying
just smoked a whole th of that reserve thanks to my niggah blakkhoodie_,bullying
just spoke w/ hispaniclinkns legend mentor charlie ericksen great to catch up w/ those who helped open doors for latino journos thankful,nonbullying
just start blocking dissenters you coward pussy rtjoederosacomedy patiently awaiting a drop in my twitter followers nothing yetoh well,bullying
just started my upgrade for the level  dark elixer drill    elixer that was a bitch to get,bullying
just stop being a hoe god dammit bitch it aint that hard,bullying
just stopped by the line up room bealack still look like a doo wop singer,nonbullying
just straight ignorant bitches wheretheyheadsat,bullying
just straight like that no chaser and the bitch was a solid five on her wedding day my nigga,bullying
just tied my right shoe while driving on the freeway if that aint swag bitch then i dont know what is,bullying
just to get u mad go on your search bar on here and search up stupid niggers &amp; hop on somebodys head then mention me lol stonethegreat,bullying
just touch down in jamaica tryna smoke two acres  send a nigguh to his makerr,bullying
just trynna have a bad bitch come thru &;,bullying
just unfollowed another crazy bitch whos next lol,bullying
just wait the day i get off probation you know this bitch is gonna be on the moon and im not gonna come back to earth for a while,bullying
just watched the scene in zero dark thirty where they pop osamas bitch ass u s a,bullying
just when im feeling totally useless in the world (another) baby bird found in need of tlc just call me drdolittle http://tco/trwmrhgv,nonbullying
just yelled out damn it reeks of weed in there(really did) after this stoner fag didnt tip me while a cop was walking byhaha bitches,bullying
justin bieber fakes his permanent bitch face and it bugs the shit out of me,bullying
k dude seriously im not retarded so stop talking to me like i am or ill start being retarded and make you change my drool cup,bullying
kmichelle shaped but its fakeshe pretty but she a manly bitchand the little mermaid hair just looks foolish,bullying
kmichelle talking bout cant raise no man well due bitch he already grown,bullying
kfc biscuits trash now,nonbullying
kaaspiet bloempietlol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet makenzolang maar blanke beslissing is,nonbullying
kae &amp; chris coming for yall bitches as a couple &;&;&;,bullying
kaetlin is a bitch,bullying
kangaroo jac  &;waynel_jr: a bitch wit dry weave rt taelar_bby: fuck i look like hoe http://tco/hkmtwgpah&;,bullying
kanye new video so bitch made mane bruh how you gone throw shots a barrack den come up wit dat shit,bullying
kanye west is a faggot,bullying
kanyeeeeeee is just a yard ape acting idiotjust stupid,nonbullying
kanyes verse on i won is making hoes feel like trophies for real,bullying
karlie jus put all these bitches on niggas better start checkin they wheels after yall drop yall bitch off,bullying
karma a bitch but she cant figure me out with the shit im doing,bullying
karma is a bitch,bullying
karma is a bitch and usually comes around and goes around right or do some people just always catch the lucky breaks,bullying
karma is a bitch so baby you will get yours,bullying
karma is a bitch the tables will turn even if the person want it to or not you cant stop it either,bullying
karma is a bitch http://tco/uukvnwn,bullying
karma is a bitch well just make sure that bitch is beautiful,bullying
karma is the biggest bitch youll ever meet keep pushing her buttons,bullying
karma is the worst bitch remember that,bullying
karma is theeeee biggest bitch,bullying
karma sure is a bitch lol,bullying
karmas a bitch huh,bullying
karmas a bitch,bullying
karmas a bitch i guess you should of loved the old me,bullying
karmas a bitch and so are you youll be getting along just fine real soon,bullying
katey an voka made the hoes in the background popular,bullying
katys grand exit tonight from firehouse &gt;&gt;&gt;&gt;hasta la bye bye bitches &;,bullying
kawasaki dating a faggot smh,bullying
kayci and i greet each other by saying hey cunt like it makes me lol,bullying
keep dem poo hoes off ya tl b,bullying
keep doing your thing kid people why soon realize your a lying faggot,bullying
keep it g i never fucked a squirter bitch &;,bullying
keep it real keep it real keep it real keep it real nigga say he fucked my bitch and he couldnt wait to squeal,bullying
keep it realer than the next bitch no need for u to ever sweat the next bitch indeed&;&;,bullying
keep those away frm charlie day rt jhonenv: just once in my life id like for someones favorite part of my body to be my disgusting knees,nonbullying
keep to myself this year bitches reckless,bullying
kenny lee gotta be da only light skin nicca dat eat chitlins &;&;,bullying
kentucky fried cater to da white folk no colored menu,nonbullying
ketchup on tha beat hoe,bullying
kevin hart  bitch,bullying
khloees new backpack that we colored last night &; http://tco/tyndjcsq,nonbullying
khole kardashian pregnant by french montanaguess she put in work and popped that pussy lmao,bullying
kick dem fucc niccas out da spot,bullying
kick down your door and smack that bitch rt lowkei_: make me wanna ride past ya house and sit,bullying
kick that bitch right in the pussy,bullying
kicking bitches out the house like pam,bullying
kicking niccas tf outcha mentions like http://tco/belunzglt,bullying
kids a bitch,bullying
kids dont put up with your mother calling you a thot she mad because hoe wasnt a cool thing to be called back in her sluttish day,bullying
kierstens a bitch squid hands squid hands&;,bullying
kill her body with fourplay her pussy should be so weak from teasing that its impossible to hold back a orgasm during heated sex,bullying
kill la kill was trash,nonbullying
killt dat bitch &;simonsamuels: shmoney bitch simonsamuels devontracy thatwayimove https://tco/lnqdazijjk&;,bullying
killin these niccas n i hate all my ex hoes,bullying
killing it at home &; nba pacers indiana paulgeorge hoosiers basketball hashtag winning http://tco/qwepnux,nonbullying
kim k is alright but honestly so many niggas been in that id rather not and miley got unfollowed that bitch is just strange,bullying
kim kardashian look like a tranny with all that surgery,bullying
kinda rt peachpapayya: u mad friend rt vianawf: fat fucking funky nasty ass hoes,bullying
kinda just wanna cruise and see if i see that colorful ass bitch walking around best believe there will be one less clown on this earth,bullying
kinda want to spit my gum into some bitches hair,bullying
king ti vs tip and that troubleman albums all trash,nonbullying
kip tokuda yellow guy working to niggerize the seattle pd died too bad theres another pos hiding in the wings to replace him,bullying
kirk hinrich going fucking dumb out that bitch,bullying
kiss imo this conductor its : am have some courtesy you bitch,bullying
kiss imik this bitch just added another  seconds to her story i think its a new record,bullying
kissing that bitch but she sucking me,bullying
knock em down wit sum chunky &;&;,nonbullying
knockin a dent in dis big bitch fwm everywhere emmanuel http://tco/cwhqmvt,bullying
know that karmas too real hope you doin cool but still stupid ass bitch i aint fuckin with yoooou,bullying
know that the bad bitch got ittt &;&;,bullying
know why birds dont wear pantscause their peckers in the way,bullying
know why the ultimate warrior died god loves fag toosoon  he was an antigay crusader so a little light jokes are necessary,bullying
know you didnt see it but i know you bitches heard it,bullying
know you dont like me cause youre bitch most likely does,bullying
knowing what you want doesnt make you a bitch it makes you a woman who wont settle for anything less than what she deserves,bullying
known to take a nigga bitch real quick,bullying
kobe bryant is such a bitch grow up pussy,bullying
kobe aint no hoe,bullying
kobe is fat &amp; im white &;rt jwill: some people just retarded lol rt thetrackmamba: yall really think kobe fat tho give me a break,bullying
kobe to dwight: you a soft muthafucka and you a bitch ass nigga lmaooo,bullying
krakin this bitch ipem at  who sippin wit me elements http://tco/lgcmhsnp,bullying
kratataaaaa swag bitch,bullying
kyles a bitch,bullying
l niggas will rock anything a bad bitch post post on these social sites i just want a nigga to sniff a fart off my ass crack like dope,bullying
la m&;quinauna vez en jap&;n  japoneses crearon una m&;quina que atrapaba ladrones primero la m&;quina la http://tco/khzlpfgct,nonbullying
la is the only place where you will see some of the baddest bitches in the world at the bus stop,bullying
literally &;al_gatsby: fat hoes hold a nigga down&;,bullying
lmao joe was calling whitehouse offering advice yeah the president cares what a disgraced former redneck house guy from fl says morningjoe,nonbullying
lmao rt sbabylife rt humbltonbanks: yes &amp; no rt channymaraj is it ok to beat a bitch up over some tweets or nah http://tco/gmcyhdtb,bullying
lmao rt iggyazalea post away about this bitch ive seen all the memes the word has to offer in regards to me i honestly dont care,bullying
lmao rt sagaciousq: you a bitch and rihanna always gonna be badder than kamehameha chrisbrown,bullying
lmao did u really just call me a hoe lol camerondurant: vroomdet opea yeah you hoe,bullying
lmao what a comeback &;somethinzfuckee: beyyourmaster traybonmartin says the twat with the sides of her head shaved like a damn asshole,bullying
lmao twitter little bitch ass site  i need to start using this hoe more,bullying
lmaoo rt pacdagoat: tyga wife hoes and teenagers his life sucks,bullying
lmaoo beans rt shamargothoes: this bitch is so stupid smh http://tco/otoniryex,bullying
lmaooo  *gasp* that bitchyall do too much from behind a phone,bullying
lmaooooooo rt dontcallmekyrie *record scratches* rt chinitaaah_: damn twitter famous bitches out hea strippin &;&; http://tco/blrndzya,bullying
lmfao jdellasperanza i found my diary me complaining about you being a bitch &; tbt im dead http://tco/plqsasb,bullying
lmfao rt rickiroma: &;shut up u slutty white hoe rt thotcho: didn&;t know the pats got destroyed tonight lmfaoooo&;,bullying
lmfao stupid bitch tells me at the door they already started and to come back&;&; ummmm nah,bullying
lmfaoo somebody commented on my book saying i need medical attention bitch you the one reading it &;,bullying
lmfaooooo bye &;datguybren: american sports trash soccer and hockey the best sports&;,nonbullying
lmfaoooooo gay as fuck rt pubesonfleek: &;&;&;&;&; get these two faggots off my tl http://tco/okummsjeyi,bullying
lmaoooo  &;igiveemnathan gucci really ass but for some hoes ill bump a couple songs&;,bullying
lmaoooo  &;whoelsebutkey nobetternoworst no shade taken its swahili for ho and like den&;suaw lol&;,bullying
lmaoooo &;igiveemnathan jesus healed folks wit leoparcy but yall hoes wanna get leopard print tattoos&;,bullying
lol &;&; i just remember that same bitch said she liked my hair then asked is it yours smfh wut yes ,bullying
lol at the benghazi hearings that proved nothing other than republicans only care about taking down pbo foxnews teabaggers,nonbullying
lol theres a talking monkey live on the internet will wonders never cease,nonbullying
lol what bitches yea go get the bouncer we were eye ballin your clearly pussy ass,bullying
lololol rt ajalapilgrim: freddy still have all the birds doppz still a wet man harry still on parry and we salting,nonbullying
lrg ass nigguh,bullying
lsu got a lot of thirsty muching nasty hoes football team stay running thru yall meal ticket wanting hoes lol,bullying
laat zihni ozdil met rust jullie gemene trollen hoe durven jullie zijn mening in twijfel te nemen zijn zegje is wet en*kuch**kuch* water,nonbullying
ladies rt if your head game better than your pussy,bullying
ladies love a real nicca,bullying
ladies remember other women (including your friends) are trifling you speak too great about your nigga other bitches will try him smh lol,bullying
ladies you are not a hoe if you fucked on the first night dont let these lonely bitches lie to you,bullying
ladies do yall shave/wax before visiting ur obgyn or let it grow out  because u dont wanna seem like a hoe,bullying
ladies lmaooo  &;cthagod rt if your pussy better than your personality&;,bullying
lady next to me gon say her cooch is itching &amp; burning she thinks she got a uti no bitch thats something else down there,bullying
lakers are a purple and yellow garbage can,nonbullying
lakers are trash right now,bullying
lakers fans will feel the pain the yankees fans are feeling today at the end of basketball season,nonbullying
lamar odom is such a little bitch its pathetic,bullying
lame mcs still let hoes in stilettos play them those hoes nothin to us we aint pimps but they still cant press this average joebudden,bullying
lame niggas trash,bullying
lame niggaz wait in line wait for bitches wait to create wait for someone else to do shit for them,bullying
lashontae a bad bitch times ,bullying
last night this bitch was talking bout she wanna smoke &amp; go to wingstop &amp; i was the st person she thought about who paying for all this,bullying
last time i wore the shirt im wearing today i fought a bitch ( on no ratchet bs) but she yanked the fuck outta this shirt,bullying
last year i cuffed that bitch well now its ovaaaaaa,bullying
lasted year i cuffed that bitch well now its over ,bullying
late night phone convos with my hoomie that nigga a gook,bullying
late night studio sessionsbitch i got that workbrickkent ya bitchycgnight life http://tco/zrbdumjqu,bullying
latina bitches only,bullying
laughin at all yall bitches sullystyle http://tco/cnvkd,bullying
laughing at my deck that they gave me yellow and jesus stencils all over it,nonbullying
laughing at these hoes sexy bomb lebron notokay,bullying
lauren &amp; i ate candy we found on the floor during class we are trash,nonbullying
lawd jesus lets pray for these hoes &;&;&;,bullying
lawd i got so many enemies bitches i dont even know ,bullying
lebron bout to cry lil bitch,bullying
levar burton called shatner a bitch lol,bullying
lean wit it rock wit it az niccas lol,bullying
leap tall hoes in a single bound,bullying
leave a nicca traumatized,bullying
leave it  teabaggers  whine about infrastructure when they r the ones who wont pay for it waiting on god to fix it morningjoe,nonbullying
leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house,bullying
leave it up to ronson to make my ass laugh when im heated fucking bitch ,bullying
leave it up to me it wouldve been in the trash all of it,nonbullying
leave the bitchen to bitches,bullying
lebron warm up jacket full then a bitch,bullying
lebron gone dunk that hoe like that with ease,bullying
lebron is such a pussy always has to get picked up for cramps and shit,bullying
left a nice little message in his inbox so he deleted the comment where he called me a bitch &; these&; http://tco/qruvcvnepv,bullying
left my calc final singing im a boss ass bitch if thats any indication on how that went,bullying
left my last bitch along aint no need for stressing &;,bullying
leg day made me its bitch,bullying
legion of jig &;&;&;,nonbullying
lemme find out that bitch nigga talking shit,bullying
lesbians all be like yoho and scissor me timbers,bullying
lesson: nfl is  heterosexuals wat else do we need besides michael sam for us fags to get a clue breeders have their thing we have ours,bullying
let a bitch be a bitch n a hoe be a hoe,bullying
let a bitch say i got a small dick on god ill whip that shit out and show everyone in the room what i got blessed,bullying
let a bitch try and set me up she gone be stuck between a rock nd dis mufuckin glock my bitch bad she terrible &;,bullying
let a niggah try me,bullying
let a nigguh try me fuck around fuck around fuck around meet his daddy,bullying
let her be a hoe why you stopping her,bullying
let him fuck his side hoes in peace smh rt morganbaileyyy: wish my boyfriend would respond to my texts :(,bullying
let me delete that for the little bitch reports me to mrolsen &;,bullying
let me find out floyd mayweather is being a bitter bitch today all on the social networks&; whohurtyou,bullying
let me go on my block phase cause you hoes steady coming for me &;&;&;,bullying
let me see them titties bitch ice cream,bullying
let me show you how that pussy work rt loyallamb: brian mcknight should have more accolades his music is everything everything,bullying
let me tell yalli had a glass of something sweetthis bitch brought me a full glass im thinking its the same thing and start gulping,bullying
let me text my hoes gm or sumpin,bullying
let niggas hate bitches loving it,bullying
let the jig commence http://tco/pqvjievqza,nonbullying
let the niccas feel on her booty lmaort optimusprime: take her to the hood were they do most good,bullying
let them hoes be greatrt keyawnagallatin: yall bitches be really reaching for the sidetitty look,bullying
let these hoes be great &;&;,bullying
let these hoes be hoes thats all we know,bullying
let this white boy be ghetto&;,nonbullying
let those bitches keep loving sosa,bullying
lets go la support my niccas no matter what,bullying
lets be serious most fans/callers wanted to run heavily and dink and dunk doesnt work great against a d you cant get extra yrds against,nonbullying
lets cripple the vanity industry how actually start liking who we are and how we look,nonbullying
lets go for the sweep yankees subwayseries,nonbullying
lets just say the hotel ive been staying at isnt going to want this hand towel back i had no idea i could turn em that shade of yellow,nonbullying
lets not forget kim dont fight i kill hoes &;,bullying
lets play what will the ghetto white girl with neck tattoos in front of me buyif you answered cigarillosyouve seen this episode b,nonbullying
lets run a train on this bitch,bullying
lets see how this goes &; lol im using my coupon haha kik dm text or if ya down tweet that hoe lolololol http://tco/bhzrswkiy,bullying
lethal bird flu cocktail sent out of lab accidentally went unreported &; cdc http://tco/momqxtt,nonbullying
lets finish strong yankees,nonbullying
lets go hoosiers iubb &; http://tco/rtedxp,nonbullying
lets go hoes its sing a long time you know the words trust an believe meeeeee,bullying
lets these hoes be hoes thats all we know,bullying
lex steele i know yall know him he been knocking hoes off for years and moaning in the process http://tco/izpeyz,bullying
libertarians can be such pussies thought you believed in self defense yet you want a peaceful revolution,bullying
liberty and justice for all rt thatangrynigga go get me a sandwich nigger or ill kill you,bullying
libs trash saira blair an yearold republican who won a seat in the west virginia legislature http://tco/vwuamjy,nonbullying
life rt ac_hussle: im not giving these hoes free meals so they can go lay up with the dude they cant get over nope,bullying
life aint nothin but bitches and money,bullying
life aint shit but bitches &amp; money,bullying
life aint nuthin but bitches and money icecube nwa,bullying
life aint shit but bitches an money i pass that weed like i studied,bullying
life aint shit but bitches and money,bullying
life be my bitch and that hoe move when i say so &; http://tco/ezoquqvhu,bullying
life comes at you fast rt indxgo_: guys today i found out that im a side hoe &;&;&;,bullying
life is a bitch but i appreciate her,bullying
life is a bitch but every dog has its day,bullying
life is a bitch but every dog has its day,bullying
life is a bitch but i appreciate her mayne,bullying
life is only unfair if youre a cunt,bullying
life is too fuckin short for free bird,bullying
life would be so much doper if you could order pussy like you do pizza,bullying
lifes a bitch &amp; then you die,bullying
lifes a bitch then you die tony,bullying
lifes a bitch and then ya die thats why we get high,bullying
light skin girls is the biggest hoes,bullying
light skin niccas always wanna try to be ike turner lol rt luckylucci: vonshayeb only if u can take one back&;&;&;,bullying
light skin niggah &;,bullying
lighting my pretty ass up w them yellow stars lls,bullying
lightskins and spanish girls be acting like breaking niggas hearts is a necessity stop being cruel bitch,bullying
lightskins be like rt theonlycorae: yall got me fuck up im dicking down them young pv bitches for there refund check i got to pay rent,bullying
like buddha gives a shit about obama or some other fuckin nazi fuck socialist retard with a fuckin iphone dont make me laugh&gt;,bullying
like hoes aint gone be satisfied until some more bodies come up missing in hattiesburg  let me be the first to tell you,bullying
like baathists before them isis &amp; al qaeda supporters rivalry is as absurd as their cause  battling for whos the more authentic jihadi,nonbullying
like hello my feet were clearly on the back of the desk bitch,bullying
like i cant have niggas thinkin hotep talk time is apart of my party sets,bullying
like i said fuck a lebron his fan base bandwagons dick riders &amp; loyal ass eaters i dont like bitch niggas &amp; those that love one,bullying
like nike bitch just do it,bullying
like a skinny model boney bitch,bullying
